director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name,Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama Comedy History
Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror Drama Thriller,in the tall grass,Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Horror Drama Thriller
Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Drama Thriller,low tide,Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin Drama Thriller
Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),,Documentary,wrinkles the clown,Michael Beach Nichols (director); Michael Beach Nichols Christopher K. Walker (screenplay)  Michael Beach Nichols Documentary
Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Adventure Fantasy Comedy Family,little monsters,Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Adventure Fantasy Comedy Family
Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Science Fiction Action Drama Thriller,gemini man,Will Smith Mary Elizabeth Winstead Clive Owen Ang Lee Science Fiction Action Drama Thriller
"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Family Animation Comedy Fantasy,the addams family,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Family Animation Comedy Fantasy"
David Michôd,Timothée Chalamet,Joel Edgerton,Sean Harris,Drama History War,the king,Timothée Chalamet Joel Edgerton Sean Harris David Michôd Drama History War
,Adam Devine,Rose Byrne,Alexandra Shipp,Comedy,jexi,Adam Devine Rose Byrne Alexandra Shipp  Comedy
Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller Action,el camino: a breaking bad movie,Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Crime Drama Thriller Action
Joachim Rønning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Family Fantasy Adventure,maleficent: mistress of evil,Angelina Jolie Elle Fanning Michelle Pfeiffer Joachim Rønning Family Fantasy Adventure
Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Horror Action Comedy,zombieland: double tap,Woody Harrelson Jesse Eisenberg Emma Stone Ruben Fleischer Horror Action Comedy
Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit,Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Comedy War Drama
Robert Eggers,Willem Dafoe,Robert Pattinson,,Drama Fantasy Thriller Horror,the lighthouse,Willem Dafoe Robert Pattinson  Robert Eggers Drama Fantasy Thriller Horror
Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Horror Drama Mystery Thriller,wounds,Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Horror Drama Mystery Thriller
Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Action Thriller,black and blue,Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Action Thriller
Alfonso Gomez-Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama History,the current war,Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama History
Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Horror Thriller,countdown,Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Horror Thriller
Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,,Drama Action Thriller,the kill team,Dan Krauss (director); Nat Wolff Alexander Skarsgård  Dan Krauss Drama Action Thriller
"Chris Lofing, Travis Cluff",Chris Milligan,Ema Horvath,Brittany Falardeau,Horror Thriller,the gallows act ii,"Chris Milligan Ema Horvath Brittany Falardeau Chris Lofing, Travis Cluff Horror Thriller"
Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Action Adventure Science Fiction,terminator: dark fate,Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Tim Miller Action Adventure Science Fiction
Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama Thriller,motherless brooklyn,Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama Thriller
Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Crime Drama History,the irishman,Robert De Niro Al Pacino Joe Pesci Martin Scorsese Crime Drama History
Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama History,harriet,Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama History
Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Animation Adventure Comedy,arctic dogs,Jeremy Renner James Franco Heidi Klum Aaron Woodley Animation Adventure Comedy
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Horror Drama Fantasy Thriller,doctor sleep,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Horror Drama Fantasy Thriller
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Comedy Romance Drama,last christmas,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig Comedy Romance Drama
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Comedy Family,playing with fire,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Comedy Family
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,War History Action Drama,midway,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich War History Action Drama
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Animation Family Adventure Comedy,klaus,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Adventure Comedy
Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Family Animation Romance,lady and the tramp,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Family Animation Romance
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari,Matt Damon Christian Bale Jon Bernthal James Mangold Drama Action History
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Action Adventure Comedy,charlie's angels,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Adventure Comedy
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Drama Mystery Crime,the good liar,Ian McKellen Helen Mirren Russell Tovey Bill Condon Drama Mystery Crime
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Thriller Drama,the report,Adam Driver Annette Bening Ted Levine Scott Z. Burns Thriller Drama
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama
"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,Family Animation Adventure Comedy Fantasy Music,frozen ii,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Family Animation Adventure Comedy Fantasy Music"
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama,a beautiful day in the neighborhood,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Crime Action Drama,21 bridges,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Crime Action Drama
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama Thriller History,dark waters,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller History
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Drama Mystery,knives out,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Drama Mystery
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Drama Romance Crime,queen & slim,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Drama Romance Crime
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,,Drama Comedy History,the two popes,Anthony Hopkins Jonathan Pryce  Fernando Meirelles Drama Comedy History
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure,playmobil: the movie,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance
Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Fantasy Horror Mystery Thriller,daniel isn't real,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Fantasy Horror Mystery Thriller
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama History Crime,richard jewell,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama History Crime
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Thriller,black christmas,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Thriller
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Action Thriller Comedy,6 underground,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Thriller Comedy
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Drama History,bombshell,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama History
,Adam Sandler,Lakeith Stanfield,Julia Fox,Crime Thriller Drama,uncut gems,Adam Sandler Lakeith Stanfield Julia Fox  Crime Thriller Drama
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,Drama War History,a hidden life,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick Drama War History
J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Action Adventure Science Fiction,star wars: the rise of skywalker,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Action Adventure Science Fiction
Tom Hooper,James Corden,Judi Dench,Jason Derulo,Fantasy Comedy Drama,cats,James Corden Judi Dench Jason Derulo Tom Hooper Fantasy Comedy Drama
Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Adventure Family,togo,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Adventure Family
"Nick Bruno, Troy Quane",Will Smith,Tom Holland,Rashida Jones,Animation Action Adventure Comedy Family,spies in disguise,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family"
Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama Romance,little women,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance
Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,War Drama Action Thriller,1917,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War Drama Action Thriller
Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Drama Crime History,just mercy,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History
Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
Nicolas Pesce,Andrea Riseborough,Demián Bichir,John Cho,Horror Mystery Thriller,the grudge,Andrea Riseborough Demián Bichir John Cho Nicolas Pesce Horror Mystery Thriller
William Eubank,Kristen Stewart,Vincent Cassel,Jessica Henwick,Action Horror Science Fiction Thriller,underwater,Kristen Stewart Vincent Cassel Jessica Henwick William Eubank Action Horror Science Fiction Thriller
Miguel Arteta,Tiffany Haddish,Rose Byrne,Salma Hayek,Comedy,like a boss,Tiffany Haddish Rose Byrne Salma Hayek Miguel Arteta Comedy
Jon Avnet,Richard Gere,Peter Dinklage,Walton Goggins,Drama,three christs,Richard Gere Peter Dinklage Walton Goggins Jon Avnet Drama
Anthony Jerjen,Josh Hartnett,Margarita Levieva,Chandler Riggs,Drama Thriller Crime,inherit the viper,Josh Hartnett Margarita Levieva Chandler Riggs Anthony Jerjen Drama Thriller Crime
Andrew Desmond,Freya Tingley,Simon Abkarian,Rutger Hauer,Horror Thriller Mystery,the sonata,Freya Tingley Simon Abkarian Rutger Hauer Andrew Desmond Horror Thriller Mystery
Daniel Farrands,Mena Suvari,Nick Stahl,Taryn Manning,Thriller Drama Crime,the murder of nicole brown simpson,Mena Suvari Nick Stahl Taryn Manning Daniel Farrands Thriller Drama Crime
Adil El Arbi and Bilall Fallah,Will Smith,Martin Lawrence,Vanessa Hudgens,Thriller Action Crime,bad boys for life,Will Smith Martin Lawrence Vanessa Hudgens Adil El Arbi and Bilall Fallah Thriller Action Crime
Stephen Gaghan,Robert Downey Jr.,Antonio Banderas,Michael Sheen,Family Fantasy Adventure,dolittle,Robert Downey Jr. Antonio Banderas Michael Sheen Stephen Gaghan Family Fantasy Adventure
Tyler Perry,Crystal R. Fox,Phylicia Rashad,Bresha Webb,Drama Fantasy Thriller,a fall from grace,Crystal R. Fox Phylicia Rashad Bresha Webb Tyler Perry Drama Fantasy Thriller
Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Henry Golding,Action Crime Comedy,the gentlemen,Matthew McConaughey Charlie Hunnam Henry Golding Guy Ritchie Action Crime Comedy
Floria Sigismondi,Mackenzie Davis,Finn Wolfhard,Brooklynn Prince,Horror Thriller,the turning,Mackenzie Davis Finn Wolfhard Brooklynn Prince Floria Sigismondi Horror Thriller
Todd Robinson,Sebastian Stan,Christopher Plummer,William Hurt,War Drama,the last full measure,Sebastian Stan Christopher Plummer William Hurt Todd Robinson War Drama
David Bruckner,Rebecca Hall,Sarah Goldberg,Stacy Martin,Horror Thriller,the night house,Rebecca Hall Sarah Goldberg Stacy Martin David Bruckner Horror Thriller
Will Forbes,Terry Crews,Ludacris,Jamila Velazquez,Drama Thriller,john henry,Terry Crews Ludacris Jamila Velazquez Will Forbes Drama Thriller
Reed Morano,Blake Lively,Jude Law,Sterling K. Brown,Action Thriller,the rhythm section,Blake Lively Jude Law Sterling K. Brown Reed Morano Action Thriller
Oz Perkins,Sophia Lillis,Sammy Leakey,Charles Babalola,Horror Fantasy Thriller,gretel & hansel,Sophia Lillis Sammy Leakey Charles Babalola Oz Perkins Horror Fantasy Thriller
Kitty Green,Julia Garner,Matthew Macfadyen,,Drama,the assistant,Julia Garner Matthew Macfadyen  Kitty Green Drama
Cathy Yan,Margot Robbie,Mary Elizabeth Winstead,Jurnee Smollett-Bell,Action Crime,birds of prey,Margot Robbie Mary Elizabeth Winstead Jurnee Smollett-Bell Cathy Yan Action Crime
,Riley Keough,Jaeden Martell,Lia McHugh,Drama Horror Thriller,the lodge,Riley Keough Jaeden Martell Lia McHugh  Drama Horror Thriller
Tom McCarthy,Winslow Fegley,Ophelia Lovibond,Craig Robinson,Family Mystery Comedy Fantasy,timmy failure: mistakes were made,Winslow Fegley Ophelia Lovibond Craig Robinson Tom McCarthy Family Mystery Comedy Fantasy
Jeff Baena,Alison Brie,Debby Ryan,John Paul Reynolds,Drama,horse girl,Alison Brie Debby Ryan John Paul Reynolds Jeff Baena Drama
Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Romance Comedy,to all the boys: p.s. i still love you,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Action Science Fiction Comedy Family,sonic the hedgehog,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Science Fiction Comedy Family
Jeff Wadlow,Michael Peña,Maggie Q,Lucy Hale,Horror Fantasy Adventure Mystery,fantasy island,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Horror Fantasy Adventure Mystery
Stella Meghie,Issa Rae,Lakeith Stanfield,Chelsea Peretti,Drama Romance,the photograph,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama Romance
"Nat Faxon, Jim Rash",Julia Louis-Dreyfus,Will Ferrell,Miranda Otto,Drama Comedy,downhill,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama Comedy"
Drew Mylrea,Drew Van Acker,Poppy Delevingne,Natasha Bassett,Action Adventure Comedy,spy intervention,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy
Lone Scherfig,Andrea Riseborough,Tahar Rahim,Zoe Kazan,Drama,the kindness of strangers,Andrea Riseborough Tahar Rahim Zoe Kazan Lone Scherfig Drama
Chris Sanders,Harrison Ford,Dan Stevens,Omar Sy,Drama Adventure Family,the call of the wild,Harrison Ford Dan Stevens Omar Sy Chris Sanders Drama Adventure Family
,Anne Hathaway,Ben Affleck,Rosie Perez,Drama Thriller,the last thing he wanted,Anne Hathaway Ben Affleck Rosie Perez  Drama Thriller
William Brent Bell,Katie Holmes,Owain Yeoman,Christopher Convery,Horror Mystery Thriller,brahms: the boy ii,Katie Holmes Owain Yeoman Christopher Convery William Brent Bell Horror Mystery Thriller
Michael Cristofer,Tye Sheridan,Ana de Armas,Helen Hunt,Thriller Crime Drama,the night clerk,Tye Sheridan Ana de Armas Helen Hunt Michael Cristofer Thriller Crime Drama
Chris Henchy,Brian Quinn,Joe Gatto,Sal Vulcano,Comedy,impractical jokers: the movie,Brian Quinn Joe Gatto Sal Vulcano Chris Henchy Comedy
Leigh Whannell,Elisabeth Moss,Aldis Hodge,Storm Reid,Thriller Science Fiction Horror,the invisible man,Elisabeth Moss Aldis Hodge Storm Reid Leigh Whannell Thriller Science Fiction Horror
Brett Haley,Elle Fanning,Justice Smith,Alexandra Shipp,Drama Romance,all the bright places,Elle Fanning Justice Smith Alexandra Shipp Brett Haley Drama Romance
Benh Zeitlin,Tommie Lynn Milazzo,Shay Walker,,Fantasy Adventure Family,wendy,Tommie Lynn Milazzo Shay Walker  Benh Zeitlin Fantasy Adventure Family
Jason Lei Howden,Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Comedy Action,guns akimbo,Daniel Radcliffe Samara Weaving Natasha Liu Bordizzo Jason Lei Howden Comedy Action
Dan Scanlon,Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Animation Family Adventure Comedy Fantasy,onward,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Animation Family Adventure Comedy Fantasy
Gavin O'Connor,Ben Affleck,Al Madrigal,Michaela Watkins,Drama,the way back,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama
Peter Berg,Mark Wahlberg,Winston Duke,Alan Arkin,Comedy Action Thriller,spenser confidential,Mark Wahlberg Winston Duke Alan Arkin Peter Berg Comedy Action Thriller
George Nolfi,Anthony Mackie,Nicholas Hoult,Nia Long,Drama,the banker,Anthony Mackie Nicholas Hoult Nia Long George Nolfi Drama
Giuseppe Capotondi,Claes Bang,Elizabeth Debicki,Mick Jagger,Thriller Drama Mystery,the burnt orange heresy,Claes Bang Elizabeth Debicki Mick Jagger Giuseppe Capotondi Thriller Drama Mystery
Carlo Mirabella-Davis,Haley Bennett,Austin Stowell,Elizabeth Marvel,Drama Thriller Horror,swallow,Haley Bennett Austin Stowell Elizabeth Marvel Carlo Mirabella-Davis Drama Thriller Horror
Kelly Reichardt,John Magaro,Orion Hall,René Auberjonois,Drama Western History,first cow,John Magaro Orion Hall René Auberjonois Kelly Reichardt Drama Western History
Dave S. F. Wilson,Vin Diesel,Eiza González,Sam Heughan,Action Science Fiction,bloodshot,Vin Diesel Eiza González Sam Heughan Dave S. F. Wilson Action Science Fiction
Craig Zobel,Betty Gilpin,Ike Barinholtz,Amy Madigan,Action Thriller Horror,the hunt,Betty Gilpin Ike Barinholtz Amy Madigan Craig Zobel Action Thriller Horror
Erwin Brothers,KJ Apa,Britt Robertson,Shania Twain,Music Drama Romance,i still believe,KJ Apa Britt Robertson Shania Twain Erwin Brothers Music Drama Romance
Liz Garbus,Amy Ryan,Thomasin McKenzie,Lola Kirke,Drama Mystery Thriller History,lost girls,Amy Ryan Thomasin McKenzie Lola Kirke Liz Garbus Drama Mystery Thriller History
Julia Hart,Grace VanderWaal,Graham Verchere,Giancarlo Esposito,Comedy Drama Romance,stargirl,Grace VanderWaal Graham Verchere Giancarlo Esposito Julia Hart Comedy Drama Romance
Sally Potter,Javier Bardem,Elle Fanning,Laura Linney,Drama,the roads not taken,Javier Bardem Elle Fanning Laura Linney Sally Potter Drama
Eliza Hittman,Sidney Flanigan,Talia Ryder,Theodore Pellerin,Drama,never rarely sometimes always,Sidney Flanigan Talia Ryder Theodore Pellerin Eliza Hittman Drama
Jason Orley,Pete Davidson,Griffin Gluck,Jon Cryer,Comedy,big time adolescence,Pete Davidson Griffin Gluck Jon Cryer Jason Orley Comedy
Katharine O'Brien,Simon Pegg,Juno Temple,Alexandra Daddario,Drama,lost transmissions,Simon Pegg Juno Temple Alexandra Daddario Katharine O'Brien Drama
Jonathan Jakubowicz,Jesse Eisenberg,Ed Harris,Clémence Poésy,War History Drama,resistance,Jesse Eisenberg Ed Harris Clémence Poésy Jonathan Jakubowicz War History Drama
Prentice Penny,Mamoudou Athie,Courtney B. Vance,Niecy Nash,Drama Comedy,uncorked,Mamoudou Athie Courtney B. Vance Niecy Nash Prentice Penny Drama Comedy
Lorcan Finnegan,Lorcan Finnegan (director); Imogen Poots,Jesse Eisenberg,,Science Fiction Horror Mystery,vivarium,Lorcan Finnegan (director); Imogen Poots Jesse Eisenberg  Lorcan Finnegan Science Fiction Horror Mystery
Michael Dowse,Ed Helms,Taraji P. Henson,Betty Gilpin,Comedy Action Crime,coffee & kareem,Ed Helms Taraji P. Henson Betty Gilpin Michael Dowse Comedy Action Crime
Walt Dohrn,Anna Kendrick,Justin Timberlake,Rachel Bloom,Animation Family Comedy Fantasy Adventure Music,trolls world tour,Anna Kendrick Justin Timberlake Rachel Bloom Walt Dohrn Animation Family Comedy Fantasy Adventure Music
Dean Craig,Olivia Munn,Sam Claflin,Freida Pinto,Comedy Romance,love wedding repeat,Olivia Munn Sam Claflin Freida Pinto Dean Craig Comedy Romance
Jay Karas,Seth Carr,Tichina Arnold,Ken Marino,Family Comedy,the main event,Seth Carr Tichina Arnold Ken Marino Jay Karas Family Comedy
Marc Meyers,Alexandra Daddario,Keean Johnson,Logan Miller,Horror Thriller,we summon the darkness,Alexandra Daddario Keean Johnson Logan Miller Marc Meyers Horror Thriller
Vicky Wight,Leslie Bibb,Josh Duhamel,Nora Dunn,Romance Drama,the lost husband,Leslie Bibb Josh Duhamel Nora Dunn Vicky Wight Romance Drama
Charles Band,Cody Renee Cameron,Russell Coker,Robin Sydney,Horror Comedy,corona zombies,Cody Renee Cameron Russell Coker Robin Sydney Charles Band Horror Comedy
Greg Barker,Wagner Moura,Ana de Armas,Garret Dillahunt,Drama,sergio,Wagner Moura Ana de Armas Garret Dillahunt Greg Barker Drama
Kris Pearn,Will Forte,Maya Rudolph,Alessia Cara,Animation Comedy Family,the willoughbys,Will Forte Maya Rudolph Alessia Cara Kris Pearn Animation Comedy Family
Sam Hargrave,Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Drama Action Thriller,extraction,Chris Hemsworth Rudhraksh Jaiswal Randeep Hooda Sam Hargrave Drama Action Thriller
Sean McEwen,Tom Felton,Tammin Sursok,Wendi McLendon-Covey,Drama Comedy,braking for whales,Tom Felton Tammin Sursok Wendi McLendon-Covey Sean McEwen Drama Comedy
Cory Finley,Hugh Jackman,Allison Janney,Geraldine Viswanathan,Drama Crime History TV Movie,bad education,Hugh Jackman Allison Janney Geraldine Viswanathan Cory Finley Drama Crime History TV Movie
Michael Scott,Camila Mendes,Jessie T. Usher,Jamie Chung,Thriller,dangerous lies,Camila Mendes Jessie T. Usher Jamie Chung Michael Scott Thriller
Joe Robert Cole,Ashton Sanders,Jeffrey Wright,Yahya Abdul-Mateen II,Drama,all day and a night,Ashton Sanders Jeffrey Wright Yahya Abdul-Mateen II Joe Robert Cole Drama
The Pierce Brothers,John-Paul Howard,Piper Curda,Zarah Mahler,Horror,the wretched,John-Paul Howard Piper Curda Zarah Mahler The Pierce Brothers Horror
Alice Wu,Leah Lewis,Daniel Diemer,Alexxis Lemire,Comedy Romance,the half of it,Leah Lewis Daniel Diemer Alexxis Lemire Alice Wu Comedy Romance
Clark Duke,Liam Hemsworth,Clark Duke,Michael Kenneth Williams,Crime,arkansas,Liam Hemsworth Clark Duke Michael Kenneth Williams Clark Duke Crime
Rachel Lee Goldenberg,Jessica Rothe,Josh Whitehouse,Mae Whitman,Comedy Romance,valley girl,Jessica Rothe Josh Whitehouse Mae Whitman Rachel Lee Goldenberg Comedy Romance
Josh Trank,Tom Hardy,Linda Cardellini,Jack Lowden,Crime Drama,capone,Tom Hardy Linda Cardellini Jack Lowden Josh Trank Crime Drama
Tyler Spindel,David Spade,Lauren Lapkus,Geoff Pierson,Comedy Romance,the wrong missy,David Spade Lauren Lapkus Geoff Pierson Tyler Spindel Comedy Romance
Tony Cervone,Will Forte,Mark Wahlberg,Jason Isaacs,Animation Family Comedy Adventure,scoob!,Will Forte Mark Wahlberg Jason Isaacs Tony Cervone Animation Family Comedy Adventure
John Barr,Tom Berenger,Kristen Hager,Mark Sivertsen,,blood and money,Tom Berenger Kristen Hager Mark Sivertsen John Barr 
Malik Vitthal,Mary J. Blige,Nat Wolff,David Zayas,Horror Thriller Mystery,body cam,Mary J. Blige Nat Wolff David Zayas Malik Vitthal Horror Thriller Mystery
Michael Showalter,Issa Rae,Kumail Nanjiani,Paul Sparks,Action Comedy Romance,the lovebirds,Issa Rae Kumail Nanjiani Paul Sparks Michael Showalter Action Comedy Romance
Vaughn Stein,Lily Collins,Simon Pegg,Chace Crawford,Thriller,inheritance,Lily Collins Simon Pegg Chace Crawford Vaughn Stein Thriller
Matt Eskandari,Bruce Willis,Chad Michael Murray,,Action Thriller,survive the night,Bruce Willis Chad Michael Murray  Matt Eskandari Action Thriller
Nicholas Ashe Bateman,Josh Clark,,,Drama Fantasy Romance,the wanting mare,Josh Clark   Nicholas Ashe Bateman Drama Fantasy Romance
Nisha Ganatra,Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.,Romance Comedy Music Drama,the high note,Dakota Johnson Tracee Ellis Ross Kelvin Harrison Jr. Nisha Ganatra Romance Comedy Music Drama
Josephine Decker,Elisabeth Moss,Michael Stuhlbarg,Odessa Young,Drama Thriller Mystery,shirley,Elisabeth Moss Michael Stuhlbarg Odessa Young Josephine Decker Drama Thriller Mystery
