director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,harold & kumar escape from guantanamo bay,danneel ackles eric winter beverly d'angelo jon hurwitz adventure comedy
Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,chronicle,michael kelly alex russell ashley hinshaw josh trank drama sci-fi thriller
Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,yentl,miriam margolyes amy irving steven hill barbra streisand drama musical romance
Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,time bandits,shelley duvall michael palin kenny baker terry gilliam adventure comedy fantasy sci-fi
Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,project x,dax flame kirby bliss blanton oliver cooper nima nourizadeh comedy crime
Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,patton,george c. scott karl malden bill hickman franklin j. schaffner biography drama war
Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,one hour photo,robin williams gary cole connie nielsen mark romanek drama thriller
John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,quarantine,andrew fiscella jay hernandez dania ramirez john erick dowdle horror sci-fi thriller
David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,the eye,chloë grace moretz alessandro nivola obba babatundé david moreau horror mystery
Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,johnson family vacation,vanessa williams shannon elizabeth shad moss christopher erskin comedy
Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,how high,hector elizondo fred willard t.j. thyne jesse dylan comedy fantasy
Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,the muppet christmas carol,steven mackintosh jerry nelson steve whitmire brian henson comedy drama family fantasy musical
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,casino royale,eva green tobias menzies ivana milicevic martin campbell action adventure thriller
Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,frida,salma hayek roger rees valeria golino julie taymor biography drama romance
Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,katy perry: part of me,lexie contursi ashley ashida dixon anthony burrell dan cutforth documentary music
Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,the fault in our stars,shailene woodley sam trammell nat wolff josh boone drama romance
John Dahl,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,rounders,matt damon martin landau gretchen mol john dahl crime drama
Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,top five,rosario dawson romany malco j.b. smoove chris rock comedy romance
John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,prophecy,talia shire richard dysart robert foxworth john frankenheimer horror sci-fi
David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,stir of echoes,illeana douglas kathryn erbe lusia strus david koepp horror mystery thriller
,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,spartacus: war of the damned            ,
Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama,philomena,steve coogan mare winningham peter hermann stephen frears biography drama
Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama,the upside of anger,alicia witt erika christensen joan allen mike binder comedy drama
Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller,the boys from brazil,laurence olivier anne meara steve guttenberg franklin j. schaffner drama thriller
Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance,aquamarine,tammin sursok joanna 'jojo' levesque dichen lachman elizabeth allen rosenbaum comedy family fantasy romance
Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance,paper towns,nat wolff cara delevingne meg crosbie jake schreier drama mystery romance
Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy,my baby's daddy,michael imperioli marsha thomason bai ling cheryl dunye comedy
Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,nebraska,devin ratray bruce dern will forte alexander payne adventure comedy drama
Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,tales from the crypt: demon knight,cch pounder jada pinkett smith gary farmer ernest r. dickerson action fantasy horror thriller
Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family,max keeble's big move,noel fisher amber valletta larry miller tim hill comedy crime family
Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama,young adult,charlize theron patton oswalt collette wolfe jason reitman comedy drama
Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller,crank,jason statham edi gathegi jose pablo cantillo mark neveldine action crime thriller
Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,how to be a player,bernie mac gilbert gottfried lark voorhies lionel c. martin comedy
Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance,living out loud,holly hunter eddie cibrian jenette goldstein richard lagravenese comedy drama romance
Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport,just wright,common laz alonso mehcad brooks sanaa hamri comedy romance sport
Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance,rachel getting married,anne hathaway rosemarie dewitt bill irwin jonathan demme drama romance
Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller,the postman always rings twice,anjelica huston michael lerner john colicos bob rafelson crime drama romance thriller
Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance,girl with a pearl earring,scarlett johansson colin firth tom wilkinson peter webber biography drama romance
Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War,das boot,jürgen prochnow martin semmelrogge herbert grönemeyer wolfgang petersen adventure drama thriller war
John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,the alamo,dennis quaid marc blucas jordi mollà john lee hancock drama history war western
Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,Comedy,sorority boys,heather matarazzo barry watson harland williams wallace wolodarsky comedy
Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance,about time,tom hughes tom hollander lindsay duncan richard curtis drama fantasy romance
Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,house of flying daggers,takeshi kaneshiro andy lau zhengyong zhang yimou zhang action adventure drama romance
Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller,arbitrage,nate parker curtiss cook reg e. cathey nicholas jarecki drama thriller
Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller,project almanac,gary weeks jonny weston sofia black-d'elia dean israelite sci-fi thriller
Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music,cadillac records,cedric the entertainer veronika dash tammy blanchard darnell martin biography drama music
Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime,screwed,sarah silverman dave chappelle sherman hemsley scott alexander comedy crime
Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller,fortress,christopher lambert kurtwood smith clifton collins jr. stuart gordon action crime sci-fi thriller
Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy,for your consideration,john michael higgins catherine o'hara ed begley jr. christopher guest comedy
Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy Drama,celebrity,melanie griffith aleksa palladino greg mottola woody allen comedy drama
Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Comedy Drama,running with scissors,jill clayburgh joseph cross dagmara dominczyk ryan murphy comedy drama
Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Comedy Musical Romance,from justin to kelly,anika noni rose kelly clarkson brian dietzen robert iscove comedy musical romance
Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,Comedy Drama,girl 6,michael imperioli debi mazar gretchen mol spike lee comedy drama
Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Mystery Thriller,in the cut,jennifer jason leigh nick damici susan gardner jane campion mystery thriller
James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,Drama Romance,two lovers,isabella rossellini vinessa shaw samantha ivers james gray drama romance
Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,Drama,last orders,bob hoskins ray winstone jj feild fred schepisi drama
Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,Comedy Drama Horror Sci-Fi,the host,doona bae kang-ho song ah-sung ko joon-ho bong comedy drama horror sci-fi
Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,Adventure Crime Thriller,the pursuit of d.b. cooper,robert duvall treat williams paul gleason roger spottiswoode adventure crime thriller
Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,Fantasy Horror Thriller,ravenous,jeremy davies jeffrey jones david arquette antonia bird fantasy horror thriller
Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis,Comedy Drama Romance,charlie bartlett,robert downey jr. megan park hope davis jon poll comedy drama romance
Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi,Drama,the great beauty,toni servillo sabrina ferilli serena grandi paolo sorrentino drama
Peter Care,Kieran Culkin,Michael Harding,Jake Richardson,Comedy Drama,the dangerous lives of altar boys,kieran culkin michael harding jake richardson peter care comedy drama
Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Drama Thriller,stoker,mia wasikowska alden ehrenreich harmony korine chan-wook park drama thriller
Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Drama Romance Sci-Fi,2046,li gong tony chiu wai leung maggie cheung kar-wai wong drama romance sci-fi
Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,Crime Drama Romance,married life,david richmond-peck erin boyes timothy webber ira sachs crime drama romance
Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,Adventure Drama Family,duma,eamonn walker hope davis campbell scott carroll ballard adventure drama family
Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,Drama Mystery Romance,ondine,tony curran stephen rea alicja bachleda neil jordan drama mystery romance
Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta,Crime Drama Thriller,brother,omar epps tatyana ali james shigeta takeshi kitano crime drama thriller
Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli,Comedy Crime,welcome to collinwood,michael jeter isaiah washington andy davoli anthony russo comedy crime
Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks,Comedy Drama,critical care,kyra sedgwick anne bancroft albert brooks sidney lumet comedy drama
Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen,Drama Mystery Thriller,the life before her eyes,eva amurri martino lynn cohen brett cullen vadim perelman drama mystery thriller
Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard,Comedy Drama Romance,darling companion,dianne wiest mark duplass sam shepard lawrence kasdan comedy drama romance
Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda,Crime Drama Thriller,trade,zack ward kate del castillo alicja bachleda marco kreuzpaintner crime drama thriller
Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek,Drama Romance War,fateless,marcell nagy péter fancsikai bálint péntek lajos koltai drama romance war
Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps,Comedy,breakfast of champions,bruce willis albert finney omar epps alan rudolph comedy
Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett,Mystery Romance Sci-Fi Thriller,cypher,david hewlett jeremy northam kari matchett vincenzo natali mystery romance sci-fi thriller
Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata,Drama History War,city of life and death,ye liu yuanyuan gao ryu kohata chuan lu drama history war
Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black,Action Adventure Animation Comedy Family,legend of kung fu rabbit,jon heder tom arnold rebecca black lijun sun action adventure animation comedy family
Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,Action Adventure Drama Sci-Fi,space battleship yamato,takuya kimura meisa kuroki hiroyuki ikeuchi takashi yamazaki action adventure drama sci-fi
Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze,Action Drama War,5 days of war,richard coyle kenneth cranham ana imnadze renny harlin action drama war
Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung,Fantasy Mystery Thriller,triangle,rachael carpani michael dorman emma lung christopher smith fantasy mystery thriller
Timothy Hines,Christopher Lambert,Kelly LeBrock,Alexandra Callas,Drama,10 days in a madhouse,christopher lambert kelly lebrock alexandra callas timothy hines drama
Randall Wallace,Jacob Vargas,Connor Corum,Rob Moran,Biography Drama,heaven is for real,jacob vargas connor corum rob moran randall wallace biography drama
David Winters,Gary Daniels,Matt Marr,Ginger Jensen,Family Musical,dancin' it's on,gary daniels matt marr ginger jensen david winters family musical
Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,Fantasy Horror,pet sematary,miko hughes fred gwynne denise crosby mary lambert fantasy horror
Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,Drama,madadayo,tatsuo matsumura tetsu watanabe akira terao akira kurosawa drama
Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,Drama Thriller,the cry of the owl,paddy considine caroline dhavernas charlotte sullivan jamie thraves drama thriller
Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin,Drama,a tale of three cities,wei tang ching wan lau hailu qin mabel cheung drama
Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan,Comedy Fantasy Horror,gremlins,phoebe cates harry carey jr. zach galligan joe dante comedy fantasy horror
George Lucas,Harrison Ford,Peter Cushing,Kenny Baker,Action Adventure Fantasy Sci-Fi,star wars: episode iv - a new hope,harrison ford peter cushing kenny baker george lucas action adventure fantasy sci-fi
Dan Mazer,Robert De Niro,Zoey Deutch,Jason Mantzoukas,Comedy,dirty grandpa,robert de niro zoey deutch jason mantzoukas dan mazer comedy
David Lean,Julie Christie,Klaus Kinski,Geraldine Chaplin,Drama Romance War,doctor zhivago,julie christie klaus kinski geraldine chaplin david lean drama romance war
Stephen Daldry,Wagner Moura,Selton Mello,Daniel Zettel,Adventure Crime Drama Mystery Thriller,trash,wagner moura selton mello daniel zettel stephen daldry adventure crime drama mystery thriller
Kenny Ortega,Lucas Grabeel,Matt Prokop,Corbin Bleu,Comedy Drama Family Music Musical Romance,high school musical 3: senior year,lucas grabeel matt prokop corbin bleu kenny ortega comedy drama family music musical romance
David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin,Biography Drama Sport,the fighter,christian bale jack mcgee melissa mcmeekin david o. russell biography drama sport
Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Action Comedy Documentary,jackass number two,bam margera steve-o chris pontius jeff tremaine action comedy documentary
Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith,Comedy Crime,my cousin vinny,fred gwynne bruce mcgill lane smith jonathan lynn comedy crime
R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,Drama Fantasy Music Romance,if i stay,chloë grace moretz mireille enos stacy keach r.j. cutler drama fantasy music romance
Brian Trenchard-Smith,Zoe Ventoura,Damien Garvey,Christopher Sommers,Action Comedy Crime,drive hard,zoe ventoura damien garvey christopher sommers brian trenchard-smith action comedy crime
David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,Comedy Sport,major league,corbin bernsen tom berenger rene russo david s. ward comedy sport
Oliver Parker,Lily Cole,Rupert Everett,Tamsin Egerton,Comedy,st. trinian's,lily cole rupert everett tamsin egerton oliver parker comedy
Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones,Crime Thriller,phone booth,radha mitchell john enos iii richard t. jones joel schumacher crime thriller
Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta,Drama Romance,a walk to remember,lauren german peter coyote paz de la huerta adam shankman drama romance
Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,Crime Drama,dead man walking,lois smith celia weston robert prosky tim robbins crime drama
Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Drama Romance,cruel intentions,sarah michelle gellar sean patrick thomas eric mabius roger kumble drama romance
Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,Horror Mystery,saw vi,costas mandylor shawnee smith george newbern kevin greutert horror mystery
Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,Drama,the secret life of bees,nate parker alicia keys jennifer hudson gina prince-bythewood drama
Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,Comedy Crime,corky romano,vincent pastore vinessa shaw peter berg rob pritts comedy crime
Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,Crime Drama Thriller,raising cain,steven bauer gabrielle carteris gregg henry brian de palma crime drama thriller
Norman Jewison,Sylvester Stallone,Peter Boyle,Rod Steiger,Drama,f.i.s.t.,sylvester stallone peter boyle rod steiger norman jewison drama
Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,Horror Sci-Fi,invaders from mars,louise fletcher bud cort william bassett tobe hooper horror sci-fi
John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle,Drama Romance,brooklyn,julie walters fiona glascott eva birthistle john crowley drama romance
Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy Krüger,Adventure Drama History War,barry lyndon,ryan o'neal steven berkoff hardy krüger stanley kubrick adventure drama history war
Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,Comedy Sport,out cold,lee majors jason london thomas lennon brendan malloy comedy sport
Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows,Comedy,the ladies man,will ferrell john witherspoon tim meadows reginald hudlin comedy
Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins,Comedy Drama,quartet,luke newberry sheridan smith pauline collins dustin hoffman comedy drama
Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers,Comedy,tomcats,shannon elizabeth jake busey david ogden stiers gregory poirier comedy
Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,Crime Drama Thriller,frailty,matthew mcconaughey powers boothe matt o'leary bill paxton crime drama thriller
Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Biography Drama History,woman in gold,ryan reynolds frances fisher elizabeth mcgovern simon curtis biography drama history
Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker,Biography Drama,kinsey,liam neeson oliver platt dylan baker bill condon biography drama
Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Comedy Fantasy Horror,army of darkness,patricia tallman bridget fonda embeth davidtz sam raimi comedy fantasy horror
Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash,Comedy Romance,slackers,jaime king gedde watanabe jim rash dewey nicks comedy romance
Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Drama Romance,what's eating gilbert grape,johnny depp leonardo dicaprio kevin tighe lasse hallström drama romance
Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Biography Drama History,the visual bible: the gospel of john,henry ian cusick alan van sprang scott handy philip saville biography drama history
Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton,Crime Drama,vera drake,eddie marsan sally hawkins imelda staunton mike leigh crime drama
Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,Comedy Music Romance,the guru,michael mckean dash mihok jimi mistry daisy von scherler mayer comedy music romance
Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Comedy Drama Romance,the perez family,anjelica huston chazz palminteri vincent gallo mira nair comedy drama romance
Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky,Drama Music,inside llewyn davis,justin timberlake max casella alex karpovsky ethan coen drama music
William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Adventure Drama Romance,return to the blue lagoon,milla jovovich wayne pygram lisa pelikan william a. graham adventure drama romance
Martin Ritt,Frank Finlay,Anthony Zerbe,Samantha Eggar,Drama History,the molly maguires,frank finlay anthony zerbe samantha eggar martin ritt drama history
John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,Comedy Musical Romance,romance & cigarettes,kate winslet steve buscemi eddie izzard john turturro comedy musical romance
Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,Biography Drama Music,copying beethoven,phyllida law david kennedy angus barnett agnieszka holland biography drama music
Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy Horror,poltergeist,heather o'rourke zelda rubinstein craig t. nelson tobe hooper fantasy horror
Rowan Joffe,Sam Riley,Sean Harris,Geoff Bell,Crime Drama Thriller,brighton rock,sam riley sean harris geoff bell rowan joffe crime drama thriller
David Hackl,Julie Benz,Costas Mandylor,Scott Patterson,Horror Mystery,saw v,julie benz costas mandylor scott patterson david hackl horror mystery
Giuliano Montaldo,John Cassavetes,Gena Rowlands,Britt Ekland,Crime Drama Thriller,machine gun mccain,john cassavetes gena rowlands britt ekland giuliano montaldo crime drama thriller
Lisa Azuelos,Nora Dunn,Lina Esco,Alix Freihage,Comedy Drama Romance,lol,nora dunn lina esco alix freihage lisa azuelos comedy drama romance
Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,Crime Drama Mystery Thriller,jindabyne,john howard deborra-lee furness max cullen ray lawrence crime drama mystery thriller
Karan Johar,Shah Rukh Khan,John Abraham,Preity Zinta,Drama,kabhi alvida naa kehna,shah rukh khan john abraham preity zinta karan johar drama
Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,Comedy Romance,an ideal husband,minnie driver rupert everett jeremy northam oliver parker comedy romance
Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,Horror Sci-Fi Thriller,the last days on mars,romola garai olivia williams tom cullen ruairi robinson horror sci-fi thriller
Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,Horror,darkness,lena olin giancarlo giannini francesc pagès jaume balagueró horror
Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,Adventure Mystery Sci-Fi,2001: a space odyssey,keir dullea gary lockwood glenn beck stanley kubrick adventure mystery sci-fi
Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote,Family Sci-Fi,e.t. the extra-terrestrial,henry thomas dee wallace peter coyote steven spielberg family sci-fi
Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan,Comedy Drama Romance,in the land of women,kristen stewart elena anaya dustin milligan jon kasdan comedy drama romance
Léa Pool,William Hurt,Marc Donato,Raoul Max Trujillo,Adventure Drama,the blue butterfly,william hurt marc donato raoul max trujillo léa pool adventure drama
Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,Comedy Drama,there goes my baby,ricky schroder kelli williams seymour cassel floyd mutrux comedy drama
,Antonia Thomas,Johnny Flynn,Hannah Britland,Comedy,lovesick            ,
Sajid Khan,Arjun Rampal,Boman Irani,Riteish Deshmukh,Comedy,housefull,arjun rampal boman irani riteish deshmukh sajid khan comedy
Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,Drama History Romance Western,september dawn,jon gries taylor handley trent ford christopher cain drama history romance western
Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Drama History War,for greater glory: the true story of cristiada,santiago cabrera eduardo verástegui catalina sandino moreno dean wright drama history war
Eric Lartigau,Karin Viard,Eric Elmosnino,François Damiens,Comedy Drama Music,la famille bélier,karin viard eric elmosnino françois damiens eric lartigau comedy drama music
Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver,Drama,good will hunting,robin williams matt damon minnie driver gus van sant drama
Shintaro Shimosawa,Al Pacino,Anthony Hopkins,Glen Powell,Drama Thriller,misconduct,al pacino anthony hopkins glen powell shintaro shimosawa drama thriller
Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,Horror Mystery,saw iii,costas mandylor shawnee smith leigh whannell darren lynn bousman horror mystery
Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,Action Comedy War,stripes,bill murray harold ramis judge reinhold ivan reitman action comedy war
Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer,Comedy Sport,bring it on,kirsten dunst lindsay sloane clare kramer peyton reed comedy sport
James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Action Horror Sci-Fi Thriller,the purge: election year,frank grillo joseph julian soria mykelti williamson james demonaco action horror sci-fi thriller
Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin,Comedy Romance,she's all that,paul walker clea duvall kieran culkin robert iscove comedy romance
Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,Drama,precious,mo'nique gabourey sidibe mariah carey lee daniels drama
Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Horror Mystery,saw iv,costas mandylor shawnee smith angus macfadyen darren lynn bousman horror mystery
Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Drama Horror Mystery Thriller,white noise,deborah kara unger keegan connor tracy mike dopud geoffrey sax drama horror mystery thriller
Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,Comedy Drama Romance,madea's family reunion,boris kodjoe cicely tyson blair underwood tyler perry comedy drama romance
Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Drama Sport,the color of money,tom cruise bill cobbs mary elizabeth mastrantonio martin scorsese drama sport
Ken Annakin,Richard Burton,Richard Beymer,Eddie Albert,Action Drama History War,the longest day,richard burton richard beymer eddie albert ken annakin action drama history war
Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Comedy Drama Family Sport,the mighty ducks,lane smith shaun weiss elden henson stephen herek comedy drama family sport
Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Horror Mystery Thriller,the grudge,sarah michelle gellar clea duvall ted raimi takashi shimizu horror mystery thriller
Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay,Comedy Sport,happy gilmore,adam sandler kevin nealon frances bay dennis dugan comedy sport
Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,Horror Mystery,jeepers creepers,eileen brennan patricia belcher jonathan breck victor salva horror mystery
Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Adventure Comedy Music Sci-Fi,bill & ted's excellent adventure,keanu reeves george carlin al leong stephen herek adventure comedy music sci-fi
Carol Reed,Oliver Reed,Ron Moody,Jack Wild,Drama Family Musical,oliver!,oliver reed ron moody jack wild carol reed drama family musical
John Madden,Tom Wilkinson,Penelope Wilton,Celia Imrie,Comedy Drama,the best exotic marigold hotel,tom wilkinson penelope wilton celia imrie john madden comedy drama
Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Animation Comedy Family Mystery Sci-Fi,recess: school's out,diedrich bader andrew lawrence dabney coleman chuck sheetz animation comedy family mystery sci-fi
